Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
-0.21312880316573085,1,0,11,-0.5107689900910382,-0.4798492829118282,3,9
-0.7383929825803438,0,2,1,-0.8408107811461739,-0.9534610409880603,4,5
1.4939797799317613,1,3,5,1.1394399651846407,0.6568189364711288,1,9
0.3121353762488821,0,0,10,-0.18072719903590234,-1.0481833926033066,4,5
2.413192093907334,1,2,5,1.96454444282248,1.604042452623593,4,1
-0.6070769377266906,1,0,1,-1.0058316766737418,-1.142905744218553,4,5
1.1000316453708014,0,2,5,0.644377278601937,0.08848482677965028,4,1
-0.3444448480193841,1,0,5,-0.675789885618606,-0.669293986142321,2,6
-1.0010250722876504,0,0,6,-1.1708525722013097,-1.332350447449046,2,4
0.5747674659561886,1,3,1,0.3143354875468013,-0.10095987645084256,0,2
-0.6070769377266906,1,2,11,-0.8408107811461739,-0.7640163377575675,3,8
1.887927914492721,0,0,5,1.6345026517673444,0.46737423324063593,3,1
0.18081933139522888,1,0,1,-0.3457480945634702,-0.9534610409880603,2,6
0.8373995556634951,0,2,5,0.9744190696570728,0.2779295300101431,4,0
-0.869709027433997,1,0,0,-1.0058316766737418,-1.4270727990642924,1,1
1.3626637350781081,1,0,5,1.3044608607122086,0.1832071783948967,2,4
-0.08181275831207761,0,2,5,-0.18072719903590234,-0.4798492829118282,4,1
0.7060835108098418,1,3,8,0.644377278601937,-0.0062375248355961395,3,7
-1.1323411171413036,0,0,1,-1.3358734677288775,-1.5217951506795389,3,1
2.2818760490536807,1,0,5,2.2945862338776157,1.2251530461626072,0,1
0.04950328654157563,0,2,1,-0.5107689900910382,-0.669293986142321,2,6
1.7566118696390678,1,2,5,1.7995235472949123,1.4145977493931001,3,9
-0.4757608928730373,1,0,4,-1.0058316766737418,-1.2376280958337995,3,1
0.3121353762488821,0,0,4,0.14931459201923342,-1.0481833926033066,2,9
0.9687156005171483,1,2,5,0.809398174129505,0.46737423324063593,4,0
-0.7383929825803438,0,0,8,-0.8408107811461739,-1.332350447449046,1,9
0.4434514211025353,0,2,11,0.4793563830743692,-0.10095987645084256,0,1
-1.2636571619949568,1,0,11,-1.1708525722013097,-1.4270727990642924,0,1
1.231347690224455,0,3,8,1.1394399651846407,0.46737423324063593,1,3
-0.08181275831207761,1,2,9,-0.3457480945634702,-0.4798492829118282,2,6
2.1505600042000275,1,0,8,2.789648920460319,2.5512659687760575,1,1
-0.3444448480193841,0,0,8,-0.675789885618606,-1.142905744218553,3,9
-0.6070769377266906,1,2,1,-0.8408107811461739,-0.7640163377575675,4,5
0.7060835108098418,0,0,6,0.3143354875468013,-0.9534610409880603,1,9
1.6252958247854146,1,3,5,1.96454444282248,1.0357083429321143,4,5
-0.869709027433997,1,0,4,-1.0058316766737418,-1.332350447449046,0,1
0.18081933139522888,0,0,3,-0.18072719903590234,-1.0481833926033066,3,9
1.1000316453708014,1,2,8,0.9744190696570728,-0.0062375248355961395,2,9
-1.0010250722876504,0,0,8,-1.1708525722013097,-1.4270727990642924,1,1
2.0192439593463742,1,0,10,2.129565338350048,0.8462636397016216,2,9
0.04950328654157563,0,2,8,-0.5107689900910382,-0.669293986142321,3,1
1.887927914492721,1,2,5,1.6345026517673444,1.4145977493931001,1,3
-0.4757608928730373,1,0,8,-0.8408107811461739,-1.0481833926033066,2,6
0.3121353762488821,0,0,8,-0.015706303508334456,-1.332350447449046,3,1
0.9687156005171483,1,2,8,0.809398174129505,0.2779295300101431,3,1
-0.7383929825803438,0,0,4,-1.0058316766737418,-1.4270727990642924,4,9
-0.21312880316573085,1,0,5,-0.5107689900910382,-0.7640163377575675,0,1
1.4939797799317613,0,2,5,1.3044608607122086,1.2251530461626072,3,8
0.5747674659561886,1,3,1,0.4793563830743692,0.08848482677965028,0,1
